epoch,step,train_acc,train_loss
2,4549,0.84375,0.5347922444343567
2,4599,0.8125,0.5825491547584534
2,4649,0.78125,0.6368073225021362
2,4699,0.84375,0.5445548892021179
2,4749,0.78125,0.6606308221817017
2,4799,0.6875,0.8358777165412903
2,4849,0.78125,0.6350623369216919
2,4899,0.59375,0.9998188018798828
2,4949,0.8125,0.5790324211120605
2,4999,0.78125,0.7585455179214478
2,5049,0.71875,0.7261316776275635
2,5099,0.6875,0.8724064230918884
2,5149,0.8125,0.6173753142356873
2,5199,0.78125,0.635838508605957
2,5249,0.71875,0.8778663873672485
2,5299,0.78125,0.6314643621444702
2,5349,0.75,0.7883015871047974
2,5399,0.875,0.4386081397533417
2,5449,0.75,0.7924450635910034
2,5499,0.84375,0.49559861421585083
2,5549,0.71875,0.7631617188453674
2,5599,0.71875,0.840778112411499
2,5649,0.8125,0.6720470190048218
3,5699,0.6875,0.8345236778259277
3,5749,0.78125,0.8466120362281799
3,5799,0.75,0.7090849876403809
3,5849,0.75,0.7430319786071777
3,5899,0.78125,0.6661064624786377
3,5949,0.875,0.4742029905319214
3,5999,0.84375,0.5287128686904907
3,6049,0.84375,0.5661953687667847
3,6099,0.71875,0.755440354347229
3,6149,0.59375,1.0295758247375488
3,6199,0.84375,0.5392752289772034
3,6249,0.8125,0.6469565629959106
3,6299,0.78125,0.6247111558914185
3,6349,0.78125,0.6313349604606628
3,6399,0.75,0.7158505916595459
3,6449,0.8125,0.6442151665687561
3,6499,0.71875,0.7603942155838013
3,6549,0.84375,0.6326174139976501
3,6599,0.8125,0.613457202911377
3,6649,0.78125,0.6251734495162964
3,6699,0.84375,0.5627448558807373
3,6749,0.84375,0.5284662246704102
3,6799,0.71875,0.7614182233810425
3,6849,0.8125,0.5558924078941345
3,6899,0.625,0.9508140087127686
3,6949,0.8125,0.5830456018447876
3,6999,0.78125,0.6623146533966064
3,7049,0.875,0.48351556062698364
3,7099,0.9375,0.3458164632320404
3,7149,0.6875,1.0010993480682373
3,7199,0.78125,0.7291237711906433
3,7249,0.78125,0.661910891532898
3,7299,0.78125,0.6654201745986938
3,7349,0.90625,0.3908463716506958
3,7399,0.78125,0.738585352897644
3,7449,0.875,0.4774959683418274
3,7499,0.8125,0.5810257196426392
3,7549,0.84375,0.5350928902626038
4,7599,0.84375,0.5312453508377075
4,7649,0.78125,0.6349329352378845
4,7699,0.8125,0.6159666776657104
4,7749,0.78125,0.5905412435531616
4,7799,0.75,0.7766118049621582
4,7849,0.8125,0.6866350769996643
4,7899,0.78125,0.6615972518920898
4,7949,0.78125,0.6620840430259705
4,7999,0.59375,0.916885256767273
4,8049,0.6875,0.7757730484008789
4,8099,0.75,0.7146494388580322
4,8149,0.71875,0.8303440809249878
4,8199,0.71875,0.7360323071479797
4,8249,0.78125,0.6620801091194153
4,8299,0.71875,0.8394497632980347
4,8349,0.78125,0.6349385976791382
4,8399,0.625,1.0169878005981445
4,8449,0.8125,0.5860211849212646
4,8499,0.75,0.6366753578186035
4,8549,0.78125,0.6269067525863647
4,8599,0.78125,0.6628817319869995
4,8649,0.6875,0.7759114503860474
4,8699,0.8125,0.5790879726409912
4,8749,0.78125,0.6618132591247559
4,8799,0.8125,0.6107686758041382
4,8849,0.78125,0.8787020444869995
4,8899,0.78125,0.6986957788467407
4,8949,0.875,0.4524250030517578
4,8999,0.75,0.7115478515625
4,9049,0.78125,0.6356471180915833
4,9099,0.78125,0.7341867685317993
4,9149,0.84375,0.5457144975662231
4,9199,0.8125,0.647623598575592
4,9249,0.8125,0.6155627369880676
4,9299,0.78125,0.6290911436080933
4,9349,0.78125,0.6623896360397339
4,9399,0.84375,0.5659196972846985
4,9449,0.75,0.7100046873092651
5,9499,0.75,0.7146095037460327
5,9549,0.75,0.7444781064987183
5,9599,0.75,0.6307807564735413
5,9649,0.8125,0.7205489873886108
5,9699,0.71875,0.7571744918823242
5,9749,0.75,0.6768753528594971
5,9799,0.6875,0.8884512186050415
5,9849,0.65625,0.956325113773346
5,9899,0.84375,0.6547687649726868
5,9949,0.8125,0.6237276792526245
5,9999,0.6875,0.9583938121795654
5,10049,0.71875,0.7874234914779663
5,10099,0.8125,0.5832232236862183
5,10149,0.8125,0.6117640733718872
5,10199,0.8125,0.6390926837921143
5,10249,0.90625,0.42050430178642273
5,10299,0.71875,0.7918342351913452
5,10349,0.8125,0.5776910781860352
5,10399,0.6875,0.8097113370895386
5,10449,0.6875,0.9808105230331421
5,10499,0.78125,0.7021271586418152
5,10549,0.875,0.5401643514633179
5,10599,0.8125,0.719802737236023
5,10649,0.71875,0.7629820704460144
5,10699,0.59375,1.1430503129959106
5,10749,0.65625,0.8722537755966187
5,10799,0.75,0.9670078158378601
5,10849,0.65625,0.8632504343986511
5,10899,0.8125,0.6113516092300415
5,10949,0.71875,0.7877254486083984
5,10999,0.71875,0.7661206126213074
5,11049,0.8125,0.5531094074249268
5,11099,0.875,0.5029904842376709
5,11149,0.90625,0.4557444453239441
5,11199,0.6875,0.8471438884735107
5,11249,0.78125,0.6628762483596802
5,11299,0.8125,0.5794709324836731
6,11349,0.65625,0.9163448810577393
6,11399,0.78125,0.6648048162460327
6,11449,0.75,0.8934417366981506
6,11499,0.84375,0.528093159198761
6,11549,0.8125,0.6130722165107727
6,11599,0.71875,0.7256471514701843
6,11649,0.875,0.4924575388431549
6,11699,0.5625,1.1170034408569336
6,11749,0.8125,0.6404582262039185
6,11799,0.8125,0.6330961585044861
6,11849,0.78125,0.7647838592529297
6,11899,0.9375,0.35496681928634644
6,11949,0.65625,0.949294924736023
6,11999,0.90625,0.3919219970703125
6,12049,0.71875,0.7550608515739441
6,12099,0.71875,0.8142001628875732
6,12149,0.84375,0.5329902172088623
6,12199,0.75,0.7100032567977905
6,12249,0.84375,0.5048630237579346
6,12299,0.6875,0.8133312463760376
6,12349,0.75,0.7836495637893677
6,12399,0.78125,0.6628561019897461
6,12449,0.6875,0.9616539478302002
6,12499,0.71875,0.8315951824188232
6,12549,0.71875,0.7564206719398499
6,12599,0.75,0.7484012842178345
6,12649,0.6875,0.8059639930725098
6,12699,0.84375,0.5842229723930359
6,12749,0.875,0.47740113735198975
6,12799,0.78125,0.6620137691497803
6,12849,0.84375,0.49920669198036194
6,12899,0.84375,0.5351516008377075
6,12949,0.75,0.7813529372215271
6,12999,0.71875,0.831310510635376
6,13049,0.71875,0.8241388201713562
6,13099,0.6875,0.7863938808441162
6,13149,0.8125,0.5761048793792725
6,13199,0.75,0.6853867769241333
7,13249,0.75,0.7427902221679688
7,13299,0.84375,0.49866485595703125
7,13349,0.8125,0.6140608787536621
7,13399,0.65625,0.9930325746536255
7,13449,0.6875,0.7856618165969849
7,13499,0.75,0.7588443160057068
7,13549,0.8125,0.5828390121459961
7,13599,0.78125,0.6914870738983154
7,13649,0.8125,0.6092170476913452
7,13699,0.75,0.7685011625289917
7,13749,0.65625,0.9543318748474121
7,13799,0.75,0.6826063394546509
7,13849,0.78125,0.6303519010543823
7,13899,0.71875,0.7588689923286438
7,13949,0.75,0.7417218685150146
7,13999,0.78125,0.5959933996200562
7,14049,0.75,0.7119825482368469
7,14099,0.8125,0.583071231842041
7,14149,0.78125,0.6287595629692078
7,14199,0.8125,0.5470516681671143
7,14249,0.875,0.555834949016571
7,14299,0.875,0.44935598969459534
7,14349,0.84375,0.5589821934700012
7,14399,0.84375,0.5372861623764038
7,14449,0.75,0.7429364323616028
7,14499,0.8125,0.61027991771698
7,14549,0.8125,0.7198265194892883
7,14599,0.84375,0.606820821762085
7,14649,0.78125,0.6297792196273804
7,14699,0.90625,0.4685731828212738
7,14749,0.84375,0.5325844883918762
7,14799,0.75,0.6797146201133728
7,14849,0.71875,0.7634673118591309
7,14899,0.6875,0.9221407175064087
7,14949,0.8125,0.7631572484970093
7,14999,0.75,0.7762370109558105
7,15049,0.875,0.4472695291042328
7,15099,0.8125,0.6126031875610352
8,15149,0.84375,0.56206214427948
8,15199,0.78125,0.6334747076034546
8,15249,0.75,0.7141666412353516
8,15299,0.71875,0.8212447762489319
8,15349,0.875,0.5296204686164856
8,15399,0.78125,0.6963725090026855
8,15449,0.78125,0.7339212894439697
8,15499,0.78125,0.6636320352554321
8,15549,0.875,0.4437852203845978
8,15599,0.75,0.7092404961585999
8,15649,0.78125,0.5924508571624756
8,15699,0.8125,0.6513518691062927
8,15749,0.71875,0.7882297039031982
8,15799,0.65625,0.991543173789978
8,15849,0.71875,0.8224508762359619
8,15899,0.59375,0.9502276182174683
8,15949,0.78125,0.7658452987670898
8,15999,0.84375,0.5573695302009583
8,16049,0.78125,0.7232475876808167
8,16099,0.75,0.8545926213264465
8,16149,0.875,0.4888932704925537
8,16199,0.78125,0.6931231021881104
8,16249,0.875,0.45895376801490784
8,16299,0.65625,0.939582347869873
8,16349,0.78125,0.6959199905395508
8,16399,0.6875,0.9117096066474915
8,16449,0.71875,0.8204843997955322
8,16499,0.84375,0.5344091057777405
8,16549,0.75,0.7409729361534119
8,16599,0.71875,0.6918877363204956
8,16649,0.8125,0.5473712086677551
8,16699,0.84375,0.5398950576782227
8,16749,0.71875,0.8547037839889526
8,16799,0.78125,0.6899576187133789
8,16849,0.78125,0.6626535654067993
8,16899,0.875,0.4444293975830078
8,16949,0.90625,0.40467795729637146
8,16999,0.84375,0.5042295455932617
9,17049,0.75,0.6775386333465576
9,17099,0.8125,0.610408365726471
9,17149,0.75,0.7813003063201904
9,17199,0.71875,0.7963209748268127
9,17249,0.6875,0.8118795156478882
9,17299,0.78125,0.6923576593399048
9,17349,0.625,1.062401533126831
9,17399,0.75,0.8722946047782898
9,17449,0.6875,0.9985204935073853
9,17499,0.78125,0.6623187065124512
9,17549,0.71875,0.7646375894546509
9,17599,0.75,0.7446599006652832
9,17649,0.78125,0.6620667576789856
9,17699,0.84375,0.5949002504348755
9,17749,0.8125,0.6750509142875671
9,17799,0.96875,0.32119685411453247
9,17849,0.625,1.0093810558319092
9,17899,0.75,0.7122929096221924
9,17949,0.71875,0.8621513843536377
9,17999,0.6875,0.7381716966629028
9,18049,0.875,0.44046691060066223
9,18099,0.75,0.6861803531646729
9,18149,0.78125,0.692227840423584
9,18199,0.8125,0.5822989344596863
9,18249,0.875,0.4778392016887665
9,18299,0.75,0.8096474409103394
9,18349,0.78125,0.6299593448638916
9,18399,0.8125,0.6097959876060486
9,18449,0.71875,0.794532060623169
9,18499,0.65625,0.894402801990509
9,18549,0.90625,0.4726189374923706
9,18599,0.78125,0.7268092632293701
9,18649,0.8125,0.6094197034835815
9,18699,0.65625,0.8380715847015381
9,18749,0.8125,0.5828768014907837
9,18799,0.71875,0.7584421038627625
9,18849,0.71875,0.8972486853599548
9,18899,0.84375,0.5927051305770874
10,18949,0.8125,0.5609771013259888
10,18999,0.75,0.8165526390075684
10,19049,0.78125,0.6970799565315247
10,19099,0.75,0.7101999521255493
10,19149,0.9375,0.34913894534111023
10,19199,0.75,0.7136168479919434
10,19249,0.78125,0.696098804473877
10,19299,0.75,0.7124776840209961
10,19349,0.84375,0.5027769207954407
10,19399,0.6875,0.927234947681427
10,19449,0.78125,0.6955775618553162
10,19499,0.8125,0.612731397151947
10,19549,0.875,0.4501497745513916
10,19599,0.8125,0.6102251410484314
10,19649,0.65625,1.0545132160186768
10,19699,0.8125,0.5851032733917236
10,19749,0.9375,0.38503068685531616
10,19799,0.59375,1.0176641941070557
10,19849,0.8125,0.6469147801399231
10,19899,0.84375,0.49867570400238037
10,19949,0.75,0.645633339881897
10,19999,0.96875,0.39839208126068115
10,20049,0.8125,0.5526615381240845
10,20099,0.84375,0.5673226118087769
10,20149,0.71875,0.7929669618606567
10,20199,0.90625,0.39688071608543396
10,20249,0.875,0.5075691938400269
10,20299,0.6875,0.837288498878479
10,20349,0.8125,0.635769248008728
10,20399,0.8125,0.7127498388290405
10,20449,0.78125,0.661771833896637
10,20499,0.84375,0.6182518005371094
10,20549,0.625,0.9045599699020386
10,20599,0.84375,0.5255725383758545
10,20649,0.90625,0.4214041233062744
10,20699,0.71875,0.7639303207397461
10,20749,0.8125,0.5816413164138794
10,20799,0.71875,0.8296779990196228
11,20849,0.6875,0.9608604907989502
11,20899,0.75,0.7414793968200684
11,20949,0.75,0.7103649973869324
11,20999,0.84375,0.526929497718811
11,21049,0.8125,0.614840030670166
11,21099,0.8125,0.6123434901237488
11,21149,0.59375,0.9791842103004456
11,21199,0.71875,0.7870729565620422
11,21249,0.6875,0.9320926070213318
11,21299,0.71875,0.7921863794326782
11,21349,0.59375,1.018480896949768
11,21399,0.875,0.5403474569320679
11,21449,0.625,0.9422722458839417
11,21499,0.65625,1.0053346157073975
11,21549,0.875,0.5022362470626831
11,21599,0.75,0.7126325964927673
11,21649,0.6875,0.8733921647071838
11,21699,0.75,0.6832683086395264
11,21749,0.71875,0.6923004388809204
11,21799,0.6875,0.9157703518867493
11,21849,0.65625,0.9180854558944702
11,21899,0.75,0.7437184453010559
11,21949,0.6875,0.8477096557617188
11,21999,0.625,0.9460281133651733
11,22049,0.875,0.48410773277282715
11,22099,0.875,0.4859348237514496
11,22149,0.71875,0.7359899878501892
11,22199,0.84375,0.5348958969116211
11,22249,0.84375,0.5704700350761414
11,22299,0.8125,0.5883849263191223
11,22349,0.78125,0.6292840242385864
11,22399,0.71875,0.8260838985443115
11,22449,0.71875,0.7396584749221802
11,22499,0.625,1.00857675075531
11,22549,0.78125,0.8012428283691406
11,22599,0.84375,0.5542852282524109
11,22649,0.8125,0.5540857911109924
12,22699,0.65625,0.9919397830963135
12,22749,0.78125,0.7344915866851807
12,22799,0.71875,0.7887890338897705
12,22849,0.78125,0.6942394375801086
12,22899,0.71875,0.8326278924942017
12,22949,0.65625,0.9196052551269531
12,22999,0.84375,0.49304813146591187
12,23049,0.84375,0.5638163685798645
12,23099,0.78125,0.6067383289337158
12,23149,0.78125,0.6631814241409302
12,23199,0.6875,0.8478160500526428
12,23249,0.75,0.783391535282135
12,23299,0.75,0.7675538659095764
12,23349,0.8125,0.6107792854309082
12,23399,0.84375,0.5024349093437195
12,23449,0.78125,0.6925175189971924
12,23499,0.8125,0.6863894462585449
12,23549,0.8125,0.5504285097122192
12,23599,0.71875,0.8276956081390381
12,23649,0.8125,0.5523523092269897
12,23699,0.6875,0.7759805917739868
12,23749,0.71875,0.7685964703559875
12,23799,0.625,0.9382791519165039
